reference_id	species	strain	assembly_accession	genbank_accession	assembly_name	assembly_level	bioproject	biosample	ftp_url	local_filename	provenance	notes
vostreicida_cect_7398	Vibrio ostreicida	CECT 7398	GCF_030409575.1	GCA_030409575.1	ASM3040957v1	Contig	PRJNA224116;PRJNA980407	SAMN35653712	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/409/575/GCF_030409575.1_ASM3040957v1/GCF_030409575.1_ASM3040957v1_genomic.fna.gz	GCF_030409575.1_ASM3040957v1_genomic.fna.gz	NCBI Assembly E-utilities queried 2026-08-14; submitted by The Institute of Microbiology of the Chinese Academy of Sciences	RefSeq and GenBank assemblies reported as identical; release date 2023-07-08; NCBI taxonomy-check status OK.
vostreicida_ucd_kl16	Vibrio ostreicida	UCD-KL16	GCF_001957165.1	GCA_001957165.1	ASM195716v1	Contig	PRJNA224116;PRJNA353009	SAMN06007766	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/957/165/GCF_001957165.1_ASM195716v1/GCF_001957165.1_ASM195716v1_genomic.fna.gz	GCF_001957165.1_ASM195716v1_genomic.fna.gz	NCBI Assembly E-utilities queried 2026-08-14; submitted by UC Davis	RefSeq and GenBank assemblies reported as identical; release date 2017-01-21; NCBI taxonomy-check status OK.
